model,problem,cost,time,solution
average-uniform,la04,1080,22.544878721237183,"[588, 664, 462, 308, 119, 86, 810, 711, 51, 505]"
average-uniform,la04,1041,31.758292198181152,"[546, 622, 419, 265, 76, 43, 768, 672, 4, 462]"
average-uniform,la04,1068,19.69392490386963,"[588, 652, 461, 307, 118, 85, 812, 699, 31, 504]"
average-uniform,la04,1044,20.75433802604676,"[748, 824, 622, 370, 325, 461, 126, 1, 16, 686]"
average-uniform,la04,1070,27.365018129348755,"[578, 654, 451, 297, 108, 75, 818, 701, 24, 494]"
average-uniform,la04,1091,16.593760013580322,"[600, 676, 875, 298, 108, 75, 841, 240, 36, 503]"
average-uniform,la04,1036,21.67162322998047,"[544, 620, 417, 263, 74, 41, 766, 667, 6, 460]"
average-uniform,la04,1072,23.634311199188232,"[776, 852, 650, 398, 353, 489, 154, 29, 44, 714]"
average-uniform,la04,1032,29.7125346660614,"[548, 616, 415, 261, 72, 39, 770, 663, 4, 479]"
average-uniform,la04,1044,18.354772806167603,"[552, 628, 425, 270, 81, 48, 774, 675, 13, 489]"
average-uniform,la04,1042,23.12287259101868,"[553, 626, 426, 272, 82, 49, 775, 673, 13, 490]"
PSO,la04,997,150.39174485206604,[237 535 447 125 255 459 747 582   0 688]
PSO,la04,1002,89.37831044197083,[515 586 389   0 110 230 737 633 195 453]
PSO,la04,966,96.53746438026428,[323 102 828 219 349  35 628 471   0 569]
PSO,la04,998,97.64291286468506,[526 602 400  45   0 241 748  56 205 464]
PSO,la04,940,93.40526986122131,[448 524 234 257  68  35 670 571   0 391]
PSO,la04,887,143.91067552566528,[363 391 234 257  68  35 585 509   0 666]
PSO,la04,931,137.42059636116028,[126 466   0  23 133 389 629 553 354 710]
PSO,la04,931,132.60345816612244,[126 466   0  23 133 389 629 553 354 710]
PSO,la04,997,102.60467600822447,[287   0  19 157  97 510 393 168 710 776]
PSO,la04,1002,89.46438336372375,[515 586 389   0 110 230 737 633 195 453]
PSO,la04,990,108.31758880615234,[325   0  19 157  97 240 735 621 625 464]
PSO,la04,928,128.25922393798828,[  0  34 746 194 461 428 525 136 392 707]
PSO,la04,966,102.89442467689514,[442 518   0  23 408 198 664 588 143 745]
PSO,la04,932,105.83945894241332,[335 411 209 680  68  35 604 458   0 273]
PSO,la04,970,137.245947599411,[ 21  31 221 244 656 623 720 331 587 429]
PSO,la04,974,121.28723335266112,[  0  10 577 518 296 263 360 605 228 715]
PSO,la04,953,55.780940771102905,[597   0 471 117  72 312 703 128 277 535]
PSO,la04,952,98.037250995636,[428 504 302 243  19  77 650 574   0 731]
PSO,la04,1009,66.45311093330383,[713 789   0 537 667   0 240  42 411 477]
PSO,la04,960,99.70818781852722,[ 42 546  40 236 680 470 710 178 434   0]
PSO,la04,1013,106.39493346214294,[287   0  19 157  97 485 582 168 726 792]
PSO,la04,940,100.02296018600464,[448 524 234 257  68  35 670 571   0 391]
PSO,la04,987,123.62624287605286,[508 571  51  74 461 249   0 618 194 743]
PSO,la04,932,126.22247290611269,[335 411 209 680  68  35 600 458   0 273]
PSO,la04,964,111.45127987861632,[292   0  19 157 650 617 714 168 582 431]
PSO,la04,930,156.51250457763672,[  0 465 187 210   0 388 628 552 352 709]
PSO,la04,921,108.17646527290344,[210 717 745 586  33   0 316  78 460 526]
PSO,la04,947,103.80620861053468,[651 447 358 568  68  35 132 510   0 314]
PSO,la04,940,113.65517401695251,[448 524 234 257  68  35 670 571   0 391]
PSO,la04,931,132.49886655807495,[335 410 209 679  68  35 605 457   0 273]
SA,la04,1006,172.73394536972046,"[0, 394, 361, 0, 192, 688, 0, 642, 570, 162]"
SA,la04,975,140.49924397468567,"[679, 867, 0, 0, 360, 0, 537, 547, 0, 0]"
SA,la04,1005,182.2105877399445,"[649, 0, 0, 614, 464, 800, 384, 512, 828, 489]"
SA,la04,983,134.35546398162842,"[0, 0, 836, 469, 480, 669, 323, 441, 445, 41]"
SA,la04,946,144.82596135139465,"[303, 339, 0, 0, 754, 0, 376, 0, 715, 864]"
SA,la04,980,176.50418663024902,"[500, 564, 269, 371, 495, 32, 528, 0, 269, 974]"
SA,la04,1018,152.65969562530518,"[0, 211, 754, 346, 607, 0, 422, 504, 449, 190]"
SA,la04,939,153.21316647529602,"[416, 643, 0, 599, 485, 621, 180, 265, 424, 0]"
SA,la04,1029,210.68756556510925,"[521, 542, 385, 523, 465, 274, 632, 0, 810, 648]"
SA,la04,1011,165.44668436050415,"[715, 805, 942, 220, 0, 566, 233, 483, 196, 175]"
SA,la04,1019,171.89172339439392,"[663, 0, 0, 853, 487, 588, 166, 560, 871, 259]"
SA,la04,978,167.7606704235077,"[85, 286, 839, 442, 697, 0, 0, 0, 317, 203]"
SA,la04,993,170.0015995502472,"[0, 469, 803, 609, 0, 160, 651, 0, 192, 180]"
SA,la04,962,143.53935623168945,"[666, 859, 0, 644, 732, 842, 660, 0, 408, 0]"
SA,la04,1004,157.56691122055054,"[708, 797, 796, 235, 493, 451, 600, 637, 373, 0]"
SA,la04,998,152.50405859947205,"[702, 844, 601, 476, 93, 0, 503, 269, 0, 454]"
SA,la04,1009,150.03994417190552,"[713, 960, 0, 539, 888, 0, 84, 0, 62, 391]"
SA,la04,993,133.682382106781,"[502, 0, 0, 517, 665, 434, 743, 574, 533, 0]"
SA,la04,1014,151.1879279613495,"[164, 773, 0, 336, 248, 700, 848, 0, 444, 157]"
SA,la04,1010,169.28648161888125,"[508, 303, 707, 646, 0, 569, 538, 0, 417, 113]"
SA,la04,1012,176.06981205940247,"[520, 609, 554, 0, 275, 418, 378, 320, 400, 543]"
SA,la04,940,152.56361055374146,"[135, 475, 0, 0, 182, 0, 41, 585, 702, 610]"
SA,la04,982,157.40577125549316,"[0, 50, 844, 332, 445, 0, 669, 774, 440, 780]"
SA,la04,976,163.7367124557495,"[487, 524, 40, 104, 13, 564, 197, 37, 703, 0]"
SA,la04,985,160.84873270988464,"[689, 944, 598, 189, 0, 414, 842, 456, 615, 0]"
SA,la04,1010,182.69900941848755,"[0, 468, 0, 492, 696, 493, 0, 839, 90, 796]"
SA,la04,955,138.4755048751831,"[220, 266, 680, 724, 5, 593, 4, 705, 199, 549]"
SA,la04,1016,154.442724943161,"[0, 236, 0, 504, 563, 702, 17, 200, 0, 362]"
SA,la04,991,131.95790266990662,"[326, 0, 0, 0, 30, 0, 736, 429, 941, 0]"
SA,la04,1005,174.23973894119263,"[649, 0, 0, 777, 575, 371, 50, 208, 260, 414]"
average-swap,la05,950,42.96542406082153,"[570, 190, 271, 299, 354, 39, 527, 556, 655, 49]"
average-swap,la05,950,36.520885944366455,"[257, 384, 385, 225, 52, 13, 584, 624, 723, 10]"
average-swap,la05,978,34.73735475540161,"[598, 416, 177, 205, 260, 4, 546, 627, 748, 33]"
average-swap,la05,974,34.98206329345703,"[416, 400, 256, 216, 43, 8, 610, 531, 747, 1]"
average-swap,la05,941,38.71977496147156,"[248, 375, 376, 218, 45, 10, 575, 615, 714, 3]"
average-swap,la05,938,36.60395765304565,"[558, 366, 446, 242, 69, 137, 13, 530, 629, 219]"
average-swap,la05,930,39.49794387817383,"[550, 677, 438, 392, 189, 257, 133, 54, 14, 683]"
average-swap,la05,943,34.989569664001465,"[250, 377, 378, 218, 44, 9, 577, 617, 716, 2]"
average-swap,la05,947,35.066635608673096,"[252, 379, 380, 220, 47, 12, 579, 619, 720, 5]"
average-swap,la05,956,33.26558876037598,"[576, 395, 251, 219, 46, 11, 524, 610, 726, 4]"
average-swap,la05,956,34.02023506164551,"[576, 395, 251, 219, 46, 11, 524, 613, 726, 4]"
average-swap,la05,942,36.0184543132782,"[562, 374, 450, 250, 77, 145, 21, 709, 669, 227]"
average-swap,la05,935,37.242002964019775,"[555, 368, 443, 244, 71, 139, 15, 527, 626, 221]"
average-swap,la05,982,35.76173496246338,"[602, 421, 182, 210, 37, 2, 566, 606, 706, 288]"
average-swap,la05,908,36.07900428771973,"[510, 460, 316, 276, 102, 67, 706, 627, 587, 60]"
average-swap,la05,940,38.63820385932922,"[245, 372, 373, 215, 42, 7, 572, 612, 713, 0]"
average-swap,la05,898,33.010369062423706,"[518, 258, 339, 360, 85, 50, 677, 598, 558, 43]"
average-swap,la05,952,35.93738341331482,"[259, 386, 387, 222, 48, 8, 586, 626, 725, 6]"
average-swap,la05,935,35.1231849193573,"[62, 479, 316, 75, 456, 601, 238, 129, 708, 606]"
average-swap,la05,942,35.00058054924011,"[258, 385, 386, 228, 55, 20, 688, 717, 609, 13]"
average-swap,la05,953,39.53597688674927,"[260, 387, 388, 228, 54, 19, 587, 627, 726, 12]"
average-swap,la05,955,38.53111147880554,"[262, 389, 390, 230, 57, 22, 589, 629, 728, 15]"
average-swap,la05,953,37.84652400016785,"[260, 387, 388, 222, 48, 13, 587, 627, 726, 6]"
average-swap,la05,953,35.82128548622131,"[260, 387, 388, 228, 55, 16, 587, 627, 726, 13]"
average-swap,la05,951,35.17322659492493,"[258, 385, 386, 220, 47, 11, 585, 625, 724, 5]"
average-swap,la05,953,34.35952806472778,"[258, 385, 386, 224, 51, 12, 585, 625, 726, 8]"
average-swap,la05,952,34.247931241989136,"[572, 391, 247, 215, 42, 7, 520, 608, 722, 0]"
average-swap,la05,917,44.15394687652588,"[319, 736, 573, 332, 159, 585, 119, 40, 0, 425]"
average-swap,la05,885,38.83537483215332,"[424, 704, 260, 228, 55, 20, 585, 506, 466, 11]"
average-swap,la05,949,35.01509141921997,"[256, 383, 384, 224, 50, 15, 583, 623, 722, 8]"
cut_crossfill-kswap,la05,875,73.1393551826477,"[17, 578, 271, 30, 702, 269, 459, 56, 363, 584]"
cut_crossfill-kswap,la05,942,74.23980188369751,"[562, 138, 139, 564, 242, 310, 721, 623, 344, 6]"
cut_crossfill-kswap,la05,912,71.58301496505737,"[279, 25, 533, 717, 388, 533, 113, 303, 621, 179]"
cut_crossfill-kswap,la05,882,70.47256255149841,"[2, 428, 256, 224, 51, 1, 680, 601, 561, 451]"
cut_crossfill-kswap,la05,870,76.30407691001892,"[24, 8, 278, 462, 517, 292, 603, 645, 366, 148]"
cut_crossfill-kswap,la05,838,74.79427814483643,"[15, 295, 376, 404, 665, 14, 176, 71, 468, 611]"
cut_crossfill-kswap,la05,907,75.57094526290894,"[206, 333, 4, 16, 310, 455, 637, 682, 558, 106]"
cut_crossfill-kswap,la05,862,69.94610905647278,"[5, 285, 366, 394, 689, 4, 166, 61, 612, 468]"
cut_crossfill-kswap,la05,890,69.12140130996704,"[492, 4, 5, 189, 244, 311, 688, 609, 569, 390]"
cut_crossfill-kswap,la05,912,74.68468165397644,"[532, 166, 245, 273, 328, 15, 501, 540, 639, 23]"
cut_crossfill-kswap,la05,900,73.95004749298096,"[234, 218, 488, 672, 727, 502, 3, 33, 576, 358]"
cut_crossfill-kswap,la05,891,77.29592895507812,"[66, 50, 320, 663, 718, 334, 528, 561, 409, 190]"
cut_crossfill-kswap,la05,893,70.94847226142883,"[513, 157, 13, 20, 328, 278, 672, 593, 553, 284]"
cut_crossfill-kswap,la05,849,75.7490975856781,"[4, 402, 258, 621, 676, 3, 180, 529, 86, 408]"
cut_crossfill-kswap,la05,847,70.03418636322021,"[5, 285, 366, 388, 643, 608, 166, 87, 47, 599]"
cut_crossfill-kswap,la05,914,71.74715781211853,"[281, 24, 535, 719, 390, 535, 120, 310, 623, 181]"
cut_crossfill-kswap,la05,857,71.83573365211487,"[15, 575, 269, 28, 684, 283, 456, 82, 360, 581]"
cut_crossfill-kswap,la05,924,72.35017681121826,"[544, 18, 19, 203, 122, 283, 513, 542, 641, 296]"
cut_crossfill-kswap,la05,884,69.1974663734436,"[30, 547, 628, 656, 711, 322, 189, 110, 70, 406]"
cut_crossfill-kswap,la05,857,67.49650478363037,"[5, 520, 601, 629, 684, 297, 173, 94, 54, 375]"
cut_crossfill-kswap,la05,979,69.82000088691711,"[599, 186, 487, 62, 648, 289, 409, 732, 315, 39]"
cut_crossfill-kswap,la05,875,69.47220230102539,"[495, 161, 17, 337, 275, 10, 673, 594, 554, 395]"
cut_crossfill-kswap,la05,940,72.31114459037781,"[307, 587, 2, 30, 767, 306, 466, 89, 387, 714]"
cut_crossfill-kswap,la05,893,70.69475436210632,"[513, 212, 293, 321, 368, 61, 672, 593, 553, 71]"
cut_crossfill-kswap,la05,857,70.22535157203674,"[40, 24, 294, 637, 684, 308, 494, 535, 412, 164]"
cut_crossfill-kswap,la05,902,73.03176259994507,"[522, 35, 36, 220, 158, 303, 470, 530, 672, 298]"
cut_crossfill-kswap,la05,833,73.31400346755981,"[21, 301, 382, 410, 660, 20, 182, 77, 469, 607]"
cut_crossfill-kswap,la05,846,71.32179141044617,"[23, 303, 384, 412, 673, 22, 184, 79, 476, 619]"
cut_crossfill-kswap,la05,908,69.45268654823303,"[166, 727, 420, 8, 275, 434, 604, 195, 512, 66]"
cut_crossfill-kswap,la05,919,70.61468553543091,"[539, 134, 135, 338, 393, 538, 700, 581, 261, 2]"
cut_crossfill-non_uniform,la05,909,26.66491770744324,"[529, 13, 75, 101, 139, 301, 477, 676, 563, 305]"
cut_crossfill-non_uniform,la05,877,35.15521216392517,"[35, 461, 289, 661, 704, 34, 211, 87, 588, 467]"
cut_crossfill-non_uniform,la05,964,38.241865158081055,"[422, 549, 1, 425, 252, 714, 212, 133, 93, 742]"
cut_crossfill-non_uniform,la05,883,30.31204843521118,"[0, 280, 361, 4, 686, 644, 161, 44, 452, 644]"
cut_crossfill-non_uniform,la05,906,29.044459104537964,"[526, 136, 137, 330, 380, 525, 689, 251, 610, 0]"
cut_crossfill-non_uniform,la05,951,26.875596523284912,"[119, 770, 626, 67, 747, 411, 548, 93, 450, 267]"
cut_crossfill-non_uniform,la05,946,33.019877672195435,"[0, 119, 480, 239, 63, 494, 680, 721, 580, 332]"
cut_crossfill-non_uniform,la05,958,25.05603170394897,"[269, 777, 109, 38, 588, 538, 658, 245, 346, 15]"
cut_crossfill-non_uniform,la05,985,31.031169414520264,"[423, 550, 311, 22, 812, 102, 233, 732, 126, 572]"
cut_crossfill-non_uniform,la05,904,34.473626375198364,"[4, 564, 258, 17, 72, 250, 445, 679, 349, 570]"
cut_crossfill-non_uniform,la05,887,27.10029006004333,"[167, 151, 7, 343, 714, 0, 510, 539, 638, 320]"
cut_crossfill-non_uniform,la05,923,34.94803190231323,"[486, 33, 34, 728, 158, 225, 434, 503, 636, 262]"
cut_crossfill-non_uniform,la05,872,22.67598795890808,"[492, 11, 12, 198, 115, 278, 448, 639, 534, 270]"
cut_crossfill-non_uniform,la05,905,31.799330472946167,"[250, 374, 375, 217, 44, 0, 703, 624, 584, 2]"
cut_crossfill-non_uniform,la05,890,23.613792657852173,"[510, 12, 13, 197, 120, 297, 465, 657, 606, 288]"
cut_crossfill-non_uniform,la05,951,26.32612681388855,"[571, 390, 246, 11, 66, 239, 535, 564, 663, 24]"
cut_crossfill-non_uniform,la05,948,31.670217275619507,"[4, 715, 340, 182, 582, 1, 524, 54, 445, 726]"
cut_crossfill-non_uniform,la05,939,37.10038113594055,"[559, 542, 385, 400, 227, 1, 187, 706, 108, 15]"
cut_crossfill-non_uniform,la05,917,33.16049933433533,"[254, 374, 375, 217, 44, 9, 715, 636, 596, 0]"
cut_crossfill-non_uniform,la05,889,34.178871631622314,"[491, 437, 281, 26, 81, 286, 687, 608, 568, 39]"
cut_crossfill-non_uniform,la05,941,27.73683762550354,"[238, 5, 492, 251, 618, 685, 414, 280, 714, 14]"
cut_crossfill-non_uniform,la05,925,33.15449118614197,"[357, 341, 611, 33, 208, 625, 151, 72, 698, 468]"
cut_crossfill-non_uniform,la05,875,25.728609085083008,"[495, 161, 162, 0, 265, 333, 443, 642, 584, 17]"
cut_crossfill-non_uniform,la05,918,30.1519103050232,"[189, 454, 532, 560, 318, 11, 716, 238, 622, 78]"
cut_crossfill-non_uniform,la05,915,36.9442503452301,"[249, 376, 377, 219, 46, 11, 661, 690, 582, 4]"
cut_crossfill-non_uniform,la05,936,27.790883541107178,"[556, 146, 2, 331, 269, 555, 715, 358, 633, 152]"
cut_crossfill-non_uniform,la05,927,24.79280686378479,"[22, 485, 486, 264, 91, 652, 725, 11, 191, 353]"
cut_crossfill-non_uniform,la05,928,34.5967321395874,"[435, 8, 689, 202, 116, 429, 611, 228, 492, 15]"
cut_crossfill-non_uniform,la05,946,31.801326274871823,"[526, 345, 414, 97, 152, 707, 226, 510, 6, 698]"
cut_crossfill-non_uniform,la05,951,32.717615842819214,"[571, 26, 27, 413, 130, 197, 519, 596, 721, 241]"
average-uniform,la05,962,26.417704582214355,"[582, 401, 257, 225, 52, 17, 530, 559, 658, 10]"
average-uniform,la05,1005,24.61115145683289,"[282, 562, 418, 260, 87, 52, 650, 679, 778, 45]"
average-uniform,la05,1002,20.37601065635681,"[250, 648, 504, 263, 90, 55, 426, 292, 775, 654]"
average-uniform,la05,990,22.425272703170776,"[426, 410, 266, 234, 61, 26, 622, 525, 763, 19]"
average-uniform,la05,996,19.8625705242157,"[535, 815, 423, 377, 584, 250, 126, 47, 7, 680]"
average-uniform,la05,983,20.10177659988404,"[419, 403, 259, 227, 54, 19, 615, 536, 756, 12]"
average-uniform,la05,870,24.471529006958008,"[409, 689, 249, 217, 43, 8, 570, 491, 451, 1]"
average-uniform,la05,970,29.18858432769776,"[590, 409, 265, 229, 56, 21, 538, 629, 740, 14]"
average-uniform,la05,969,23.753411293029785,"[246, 526, 382, 224, 51, 16, 614, 643, 742, 9]"
average-uniform,la05,987,17.2898588180542,"[607, 426, 187, 215, 42, 7, 555, 590, 696, 289]"
average-uniform,la05,951,28.73569345474243,"[32, 509, 510, 274, 101, 676, 749, 21, 201, 367]"
average-uniform,la05,979,20.230885982513428,"[599, 418, 274, 242, 69, 34, 547, 638, 749, 27]"
average-uniform,la05,1008,17.804301261901855,"[628, 447, 303, 271, 98, 63, 596, 630, 732, 56]"
average-uniform,la05,927,24.51907157897949,"[547, 531, 387, 316, 143, 211, 87, 8, 658, 293]"
average-uniform,la05,965,22.24511933326721,"[585, 569, 425, 393, 220, 4, 180, 732, 101, 8]"
average-uniform,la05,984,19.742968559265137,"[604, 423, 273, 241, 68, 26, 562, 591, 703, 26]"
average-uniform,la05,969,24.192289352416992,"[589, 573, 429, 397, 224, 8, 184, 736, 105, 12]"
average-uniform,la05,968,19.720447301864624,"[410, 394, 250, 218, 45, 10, 600, 521, 741, 3]"
average-uniform,la05,982,23.461660146713257,"[602, 728, 489, 444, 216, 284, 160, 81, 41, 734]"
average-uniform,la05,960,20.965020418167114,"[580, 398, 254, 222, 43, 8, 528, 557, 656, 1]"
average-uniform,la05,973,25.468387126922607,"[64, 604, 460, 302, 129, 444, 692, 49, 229, 751]"
average-uniform,la05,876,23.72989177703857,"[415, 695, 254, 222, 48, 13, 576, 497, 457, 6]"
average-uniform,la05,954,21.624085903167725,"[261, 388, 389, 231, 58, 23, 588, 628, 727, 16]"
average-uniform,la05,967,23.40811538696289,"[244, 524, 380, 222, 49, 14, 612, 641, 740, 7]"
average-uniform,la05,988,18.67304873466492,"[608, 424, 185, 213, 40, 5, 577, 618, 718, 287]"
average-uniform,la05,998,19.49525666236877,"[618, 437, 293, 261, 88, 38, 566, 595, 707, 46]"
average-uniform,la05,999,19.265556812286377,"[7, 644, 500, 342, 143, 210, 422, 13, 772, 650]"
average-uniform,la05,958,23.075831413269043,"[578, 550, 406, 420, 247, 31, 207, 715, 128, 35]"
average-uniform,la05,918,20.303450107574463,"[538, 665, 426, 380, 178, 246, 122, 43, 3, 671]"
average-uniform,la05,978,21.88981032371521,"[598, 417, 273, 293, 80, 45, 546, 637, 748, 38]"
PSO,la05,858,61.21210408210754,[478   0   1 185 104 265 429 496 631 256]
PSO,la05,838,110.16217184066772,[209 489   0  20  64 592 368 289 249 616]
PSO,la05,851,117.95937275886536,[471   0 262  88 326 276 649 570 530 127]
PSO,la05,877,87.4246335029602,[ 41   0 491 283 104 505 675 188 596 361]
PSO,la05,931,88.18178367614746,[551 535 391 233   0  67 729 650 137 306]
PSO,la05,909,122.92814302444458,[  0 514  72 714 136 281 395 311 641 520]
PSO,la05,844,126.72940850257874,[451   0   1 293 104 171 420 477 200 622]
PSO,la05,832,120.49255156517027,[  0 651 254  13 628 268 438  39 341 507]
PSO,la05,888,109.4515597820282,[508 327 328   0  55 122 667 588 548 195]
PSO,la05,832,83.43770623207092,[  0 651 254   0 628 268 438  26 341 507]
PSO,la05,940,76.68039798736572,[560 379 235   0  55 210 524 553 652  13]
PSO,la05,830,114.41582560539246,[369 649 158   0 222 172 530 451 411  13]
PSO,la05,883,104.73851037025452,[424 702   0   7 244 209 583 504 464 202]
PSO,la05,927,92.89082884788512,[547 366 222 242  51   1 516 545 644   0]
PSO,la05,910,130.04275727272034,[  0 119 416 345  63 243 608 528 683 322]
PSO,la05,923,114.36928796768188,[295 574 183   0  37 677 105 295 394 701]
PSO,la05,858,59.77587080001831,[478   0   1 185 104 265 428 519 630 256]
PSO,la05,909,116.06224250793456,[  0 514  72 714 136 281 395 311 641 520]
PSO,la05,897,120.39696741104126,[  0 557 254   0  37 268 438 672 344 563]
PSO,la05,898,97.07442378997804,[202 329   0  26 301 446 630 673 533 102]
PSO,la05,899,106.39793825149536,[165 671   0   7 280 435 552 473 202 677]
PSO,la05,836,139.26318049430847,[209 487   0  25  64 590 368 289 249 614]
PSO,la05,894,122.33212995529176,[  0 119 120 367 721 286 681 602 562 344]
PSO,la05,907,118.5443754196167,[501 320 668 454 279   0 201 480  93   0]
PSO,la05,858,109.56565856933594,[478   0   1 185 104 265 428 492 630 256]
PSO,la05,828,122.67842674255373,[  0 398 254   0 505 573 176  42 601 404]
PSO,la05,887,126.84300756454468,[239 204 573 601  42   5 412 319 660   0]
PSO,la05,832,106.1091890335083,[  0 651 254   0 628 265 438  26 341 504]
PSO,la05,812,140.5858178138733,[432 154 222 250 287   0 591 512 472   0]
PSO,la05,878,132.1145374774933,[449 268   0   7 239 639 412 441  87 630]
SA,la05,832,130.8229262828827,"[0, 651, 288, 0, 666, 595, 103, 534, 375, 418]"
SA,la05,841,136.79706144332886,"[0, 521, 615, 411, 666, 526, 517, 337, 255, 689]"
SA,la05,917,184.26135277748108,"[253, 413, 418, 290, 74, 322, 663, 531, 85, 0]"
SA,la05,871,144.81845545768738,"[491, 0, 562, 670, 107, 653, 300, 847, 793, 10]"
SA,la05,882,165.9110827445984,"[484, 433, 520, 553, 78, 0, 717, 839, 536, 649]"
SA,la05,909,138.7447326183319,"[529, 732, 0, 345, 540, 147, 302, 0, 464, 151]"
SA,la05,796,145.41746997833252,"[0, 286, 556, 705, 623, 610, 522, 345, 593, 406]"
SA,la05,927,187.4150619506836,"[49, 509, 511, 385, 0, 271, 0, 0, 328, 392]"
SA,la05,912,186.70494985580444,"[0, 375, 447, 529, 130, 423, 492, 23, 671, 353]"
SA,la05,855,118.4207718372345,"[475, 441, 0, 464, 616, 0, 505, 92, 757, 0]"
SA,la05,804,147.5317873954773,"[0, 319, 560, 662, 631, 739, 0, 375, 491, 343]"
SA,la05,862,152.98597598075867,"[482, 0, 0, 283, 277, 439, 0, 237, 75, 539]"
SA,la05,911,134.11875987052915,"[231, 0, 416, 716, 600, 636, 165, 54, 345, 736]"
SA,la05,920,160.85023260116577,"[527, 384, 563, 725, 0, 452, 754, 822, 519, 212]"
SA,la05,909,186.7394819259644,"[269, 0, 538, 0, 383, 606, 674, 7, 206, 594]"
SA,la05,911,149.21623396873474,"[343, 0, 629, 186, 157, 615, 0, 0, 148, 648]"
SA,la05,945,176.18440985679626,"[316, 622, 0, 655, 281, 343, 525, 0, 0, 0]"
SA,la05,937,158.35109734535217,"[557, 734, 783, 89, 325, 459, 0, 807, 438, 760]"
SA,la05,939,157.00092387199402,"[513, 277, 0, 167, 246, 700, 466, 855, 0, 466]"
SA,la05,885,155.52115178108215,"[505, 678, 826, 586, 274, 831, 675, 711, 775, 0]"
SA,la05,886,126.72090268135072,"[270, 632, 641, 785, 713, 0, 492, 654, 560, 682]"
SA,la05,914,139.34424901008606,"[377, 0, 23, 719, 491, 680, 501, 667, 895, 556]"
SA,la05,871,133.68939232826233,"[401, 0, 0, 711, 779, 185, 97, 179, 564, 654]"
SA,la05,827,125.86866664886476,"[0, 506, 628, 637, 654, 392, 0, 119, 684, 354]"
SA,la05,967,149.07111144065857,"[506, 791, 8, 65, 18, 0, 799, 896, 815, 95]"
SA,la05,880,122.92213773727416,"[12, 466, 484, 656, 707, 0, 490, 567, 0, 756]"
SA,la05,924,155.12080836296082,"[544, 705, 746, 323, 570, 0, 740, 231, 801, 356]"
SA,la05,918,157.17307376861572,"[0, 17, 453, 312, 0, 466, 0, 242, 268, 632]"
SA,la05,920,131.77024292945862,"[494, 367, 11, 0, 168, 681, 240, 339, 836, 176]"
SA,la05,832,132.75458550453186,"[0, 512, 607, 602, 682, 500, 312, 580, 350, 0]"
average-swap,la10,1621,107.9322555065155,"[434, 892, 728, 726, 444, 206, 74, 196, 873, 78, 1278, 1024, 1348, 626, 332]"
average-swap,la10,1517,131.78275227546692,"[920, 754, 500, 499, 262, 294, 21, 82, 1049, 157, 736, 1200, 995, 403, 1346]"
average-swap,la10,1561,124.8482928276062,"[958, 792, 516, 392, 185, 264, 12, 80, 1087, 4, 774, 1238, 1033, 492, 1390]"
average-swap,la10,1603,133.83401727676392,"[1325, 664, 500, 499, 205, 294, 32, 104, 645, 28, 1141, 796, 1114, 403, 1432]"
average-swap,la10,1592,115.51076936721802,"[1151, 766, 230, 616, 307, 359, 9, 126, 1078, 13, 761, 1287, 979, 468, 1375]"
average-swap,la10,1584,132.9502556324005,"[1084, 916, 599, 597, 374, 178, 46, 168, 1211, 50, 900, 433, 1159, 773, 1378]"
average-swap,la10,1576,138.7402276992798,"[1048, 663, 499, 498, 291, 293, 1160, 12, 644, 191, 1010, 827, 1225, 14, 1405]"
average-swap,la10,1581,135.43939399719238,"[1099, 714, 550, 151, 300, 33, 269, 27, 695, 1206, 1241, 878, 1308, 490, 287]"
average-swap,la10,1611,120.45852184295654,"[1221, 836, 672, 671, 363, 437, 190, 254, 817, 178, 1192, 1000, 7, 1347, 1440]"
average-swap,la10,1595,136.7350082397461,"[998, 832, 350, 577, 262, 318, 24, 83, 1127, 160, 814, 1278, 1073, 687, 1424]"
average-swap,la10,1619,114.74660778045654,"[946, 780, 616, 615, 190, 281, 17, 97, 1075, 487, 1235, 266, 1245, 514, 1448]"
average-swap,la10,1598,125.97276043891908,"[1250, 1082, 845, 844, 637, 576, 399, 218, 48, 10, 254, 1213, 1325, 8, 1014]"
average-swap,la10,1611,124.70216512680054,"[1190, 798, 535, 534, 276, 327, 38, 74, 1093, 897, 1312, 1302, 1018, 436, 739]"
average-swap,la10,1581,146.53092694282532,"[198, 856, 692, 568, 361, 1353, 84, 584, 837, 1300, 14, 1004, 390, 1326, 12]"
average-swap,la10,1617,122.61837649345398,"[814, 1094, 822, 1016, 607, 586, 434, 253, 83, 45, 289, 1225, 1344, 43, 840]"
average-swap,la10,1597,154.00334930419922,"[272, 793, 604, 419, 440, 134, 2, 911, 1138, 6, 1298, 1289, 1025, 594, 298]"
average-swap,la10,1598,137.3595461845398,"[994, 512, 348, 347, 823, 142, 10, 987, 1139, 14, 1299, 655, 1309, 251, 1102]"
average-swap,la10,1601,138.58809995651245,"[1180, 794, 447, 446, 239, 43, 640, 33, 1104, 769, 1302, 1290, 990, 16, 283]"
average-swap,la10,1599,111.34268760681152,"[996, 830, 666, 665, 426, 460, 188, 7, 1125, 324, 43, 1276, 1071, 569, 1428]"
average-swap,la10,1576,129.56784749031067,"[1135, 750, 578, 326, 347, 151, 19, 141, 1062, 23, 1257, 1271, 963, 484, 579]"
